id,aut,value1,value2,comment
1273:31153,1273,1273,31153,Prepend 3x to AS12989/AS33438|<misc>Highwinds
1273:31962,1273,1273,31962,Prepend 2x to AS1299|<misc>Telia
1273:31902,1273,1273,31902,Prepend 2x to AS3320|<misc>DTAG
1273:39153,1273,1273,39153,Prepend 3x in <region>South America
1273:30519,1273,1273,30519,Announce only to AS4134|<misc>China Telecom
1273:32092,1273,1273,32092,Prepend 2x to AS46489|<misc>Twitch
1273:30172,1273,1273,30172,Prepend 2x to AS4635|<misc>HKIX RS
1273:30150,1273,1273,30150,Do not announce to AS24115|<misc>Equinix RS
1273:31583,1273,1273,31583,Prepend 3x to AS174|<misc>Cogent
1273:32120,1273,1273,32120,Do not announce to AS701|<misc>Verizon
1273:30393,1273,1273,30393,Prepend 3x to AS6128|<misc>Cablevision
1273:31791,1273,1273,31791,Prepend 1x to AS11164/AS11537|<misc>UCAID/Internet2 (v6)
1273:31729,1273,1273,31729,Announce only to AS5400|<misc>BT
1273:31761,1273,1273,31761,Prepend 1x to AS6453|<misc>TATA/Teleglobe
1273:32051,1273,1273,32051,Prepend 1x to AS15133|<misc>Edgecast
1273:30261,1273,1273,30261,Prepend 1x to AS10026|<misc>Pacnet/Asia Netcom
1273:31672,1273,1273,31672,Prepend 2x to AS6830|<misc>Liberty Global/UPC
1273:30539,1273,1273,30539,Announce only to AS2497|<misc>IIJ
1273:31299,1273,1273,31299,Announce only to AS25152|<misc>RIPE NCC DNS Services
1273:31951,1273,1273,31951,Prepend 1x to AS5511|<misc>Orange/France Telecom
1273:39239,1273,1273,39239,Announce only in <region>Asia
1273:30542,1273,1273,30542,Prepend 2x to AS293|<misc>ESnet
1273:30689,1273,1273,30689,Announce only to AS22822|<misc>Limelight Networks
1273:30759,1273,1273,30759,Announce only to AS5769|<misc>Videotron
1273:31280,1273,1273,31280,Do not announce to AS7473|<misc>Singtel
1273:32040,1273,1273,32040,Do not announce to AS13414|<misc>Twitter
1273:31192,1273,1273,31192,Prepend 2x to AS7922|<misc>Comcast
1273:31860,1273,1273,31860,Do not announce to AS33081/AS30132/AS27319/AS27318/AS23709/AS30128|<misc>ISC F-ROOT DNS
1273:39149,1273,1273,39149,Announce only in <region>Australia
1273:39132,1273,1273,39132,Prepend 2x in <region>Asia
1273:30712,1273,1273,30712,Prepend 2x to AS2486|<misc>AFNIC
1273:39113,1273,1273,39113,Prepend 3x in <region>North America
1273:31159,1273,1273,31159,Announce only to AS12989/AS33438|<misc>Highwinds
1273:31953,1273,1273,31953,Prepend 3x to AS5511|<misc>Orange/France Telecom
1273:31992,1273,1273,31992,Prepend 2x to AS3549|<misc>Global Crossing
1273:39233,1273,1273,39233,Prepend 3x in <region>Asia
1273:32001,1273,1273,32001,Prepend 1x to AS702|<misc>Verizon EMEA
1273:30291,1273,1273,30291,Prepend 1x to AS15412|<misc>GCX/FLAG/Reliance
1273:31039,1273,1273,31039,Announce only to AS33891|<misc>Core Backbone
1273:30203,1273,1273,30203,Prepend 3x to AS32934|<misc>Facebook
1273:30719,1273,1273,30719,Announce only to AS2486|<misc>AFNIC
1273:32183,1273,1273,32183,Prepend 3x to AS19679|<misc>Dropbox
1273:31882,1273,1273,31882,Prepend 2x to AS2686|<misc>AT&T EMEA
1273:31720,1273,1273,31720,Do not announce to AS5400|<misc>BT
1273:31852,1273,1273,31852,Prepend 2x to AS8674|<misc>Netnod
1273:39279,1273,1273,39279,Announce only in <region>Middle East
1273:30811,1273,1273,30811,Prepend 1x to AS10310|<misc>Yahoo
1273:31081,1273,1273,31081,Prepend 1x to AS41095|<misc>IPTP
1273:32003,1273,1273,32003,Prepend 3x to AS702|<misc>Verizon EMEA
1273:31420,1273,1273,31420,Do not announce to AS9264|<misc>ASnet (v6)
1273:32083,1273,1273,32083,Prepend 3x to AS5580|<misc>Hibernia
1273:31632,1273,1273,31632,Prepend 2x to AS5459|<misc>LINX
1273:31983,1273,1273,31983,Prepend 3x to AS1257|<misc>Tele2/SWIPNET
1273:32102,1273,1273,32102,Prepend 2x to AS8283|<misc>Coloclue
1273:31250,1273,1273,31250,Do not announce to AS1668|<misc>ATDN/AOL
1273:30021,1273,1273,30021,Prepend 1x to Peers
1273:31291,1273,1273,31291,Prepend 1x to AS25152|<misc>RIPE NCC DNS Services
1273:31492,1273,1273,31492,Prepend 2x to AS8218|<misc>Neo
1273:31683,1273,1273,31683,Prepend 3x to AS37271|<misc>Work Online
1273:30713,1273,1273,30713,Prepend 3x to AS2486|<misc>AFNIC
1273:30192,1273,1273,30192,Prepend 2x to AS2687|<misc>AT&T ASPAC
1273:31782,1273,1273,31782,Prepend 2x to AS12956|<misc>Telefonica
1273:39182,1273,1273,39182,Prepend 2x in <region>India
1273:30262,1273,1273,30262,Prepend 2x to AS10026|<misc>Pacnet/Asia Netcom
1273:39280,1273,1273,39280,Do not announce in <region>India
1273:31191,1273,1273,31191,Prepend 1x to AS7922|<misc>Comcast
1273:31589,1273,1273,31589,Announce only to AS174|<misc>Cogent
1273:30621,1273,1273,30621,Prepend 1x to AS32787|<misc>Akamai DDOS/Prolexic
1273:31271,1273,1273,31271,Prepend 1x to AS20144|<misc>L-ROOT DNS
1273:30791,1273,1273,30791,Prepend 1x to AS3856|<misc>PCH
1273:32002,1273,1273,32002,Prepend 2x to AS702|<misc>Verizon EMEA
1273:31512,1273,1273,31512,Prepend 2x to AS20940|<misc>Akamai Technologies
1273:31220,1273,1273,31220,Do not announce to AS3292|<misc>TDC
1273:30153,1273,1273,30153,Prepend 3x to AS24115|<misc>Equinix RS
1273:30011,1273,1273,30011,Prepend 1x to providers
1273:31490,1273,1273,31490,Do not announce to AS8218|<misc>Neo
1273:31270,1273,1273,31270,Do not announce to AS20144|<misc>L-ROOT DNS
1273:39111,1273,1273,39111,Prepend 1x in <region>North America
1273:31503,1273,1273,31503,Prepend 3x to AS15169|<misc>Google
1273:32073,1273,1273,32073,Prepend 3x to AS57976|<misc>Blizzard
1273:31311,1273,1273,31311,Prepend 1x to AS13030|<misc>Init7
1273:30199,1273,1273,30199,Announce only to AS2687|<misc>AT&T ASPAC
1273:30513,1273,1273,30513,Prepend 3x to AS4134|<misc>China Telecom
1273:39169,1273,1273,39169,Announce only in <region>Africa
1273:39222,1273,1273,39222,Prepend 2x in <region>Europe
1273:30019,1273,1273,30019,Announce to only providers
1273:30503,1273,1273,30503,Prepend 3x to AS4837|<misc>China Unicom
1273:32109,1273,1273,32109,Announce only to AS8283|<misc>Coloclue
1273:30710,1273,1273,30710,Do not announce to AS2486|<misc>AFNIC
1273:30809,1273,1273,30809,Announce only to AS42|<misc>PCH
1273:39151,1273,1273,39151,Prepend 1x in <region>South America
1273:31689,1273,1273,31689,Announce only to AS37271|<misc>Work Online
1273:31873,1273,1273,31873,Prepend 3x to AS3561/AS3908/AS3910|<misc>Centurylink/Savvis
1273:31611,1273,1273,31611,Prepend 1x to AS6762|<misc>Telecom Italia/Seabone
1273:39249,1273,1273,39249,Announce only in <region>Australia
1273:31649,1273,1273,31649,Announce only to AS2914|<misc>NTT
1273:31971,1273,1273,31971,Prepend 1x to AS3257|<misc>GTT/Tiscali/Tinet
1273:31523,1273,1273,31523,Prepend 3x to AS16509/AS38895|<misc>Amazon
1273:32010,1273,1273,32010,Do not announce to AS1239|<misc>Sprint
1273:39139,1273,1273,39139,Announce only in <region>Asia
1273:30012,1273,1273,30012,Prepend 2x to providers
1273:30620,1273,1273,30620,Do not announce to AS32787|<misc>Akamai DDOS/Prolexic
1273:31113,1273,1273,31113,Prepend 3x to AS577|<misc>Bell Canada
1273:31419,1273,1273,31419,Announce only to AS10745|<misc>ARIN (v6)
1273:39240,1273,1273,39240,Do not announce in <region>Australia
1273:31722,1273,1273,31722,Prepend 2x to AS5400|<misc>BT
1273:30222,1273,1273,30222,Prepend 2x to AS297|<misc>NASA
1273:31789,1273,1273,31789,Announce only to AS12956|<misc>Telefonica
1273:30170,1273,1273,30170,Do not announce to AS4635|<misc>HKIX RS
1273:39973,1273,1273,39973,Prepend 3x to AS1299|<misc>Telia
1273:30860,1273,1273,30860,Do not announce to AS8075|<misc>Microsoft
1273:32043,1273,1273,32043,Prepend 3x to AS13414|<misc>Twitter
1273:30243,1273,1273,30243,Prepend 3x to AS703|<misc>Verizon ASPAC
1273:31511,1273,1273,31511,Prepend 1x to AS20940|<misc>Akamai Technologies
1273:30269,1273,1273,30269,Announce only to AS10026|<misc>Pacnet/Asia Netcom
1273:31251,1273,1273,31251,Prepend 1x to AS1668|<misc>ATDN/AOL
1273:31521,1273,1273,31521,Prepend 1x to AS16509/AS38895|<misc>Amazon
1273:31792,1273,1273,31792,Prepend 2x to AS11164/AS11537|<misc>UCAID/Internet2 (v6)
1273:39252,1273,1273,39252,Prepend 2x in <region>South America
1273:31963,1273,1273,31963,Prepend 3x to AS1299|<misc>Telia
1273:31203,1273,1273,31203,Prepend 3x to AS7843|<misc>TWCable
1273:32233,1273,1273,32233,Prepend 3x to AS16276|<misc>OVH
1273:39281,1273,1273,39281,Prepend 1x in <region>India
1273:30531,1273,1273,30531,Prepend 1x to AS2497|<misc>IIJ
1273:39219,1273,1273,39219,Announce only in <region>North America
1273:30723,1273,1273,30723,Prepend 3x to AS3333|<misc>RIPE NCC
1273:30022,1273,1273,30022,Prepend 2x to Peers
1273:30292,1273,1273,30292,Prepend 2x to AS15412|<misc>GCX/FLAG/Reliance
1273:32181,1273,1273,32181,Prepend 1x to AS19679|<misc>Dropbox
1273:39189,1273,1273,39189,Announce only in <region>India
1273:31202,1273,1273,31202,Prepend 2x to AS7843|<misc>TWCable
1273:30700,1273,1273,30700,Do not announce to AS6327|<misc>Shaw Big Pipe
1273:31989,1273,1273,31989,Announce only to AS1257|<misc>Tele2/SWIPNET
1273:39179,1273,1273,39179,Announce only in <region>Middle East
1273:31941,1273,1273,31941,Prepend 1x to AS3303|<misc>Swisscom
1273:31743,1273,1273,31743,Prepend 3x to AS286|<misc>KPN
1273:30009,1273,1273,30009,Announce to only no-customer
1273:32000,1273,1273,32000,Do not announce to AS702|<misc>Verizon EMEA
1273:36000,1273,1273,36000,provider route|<region>africa
1273:31000,1273,1273,31000,provider route|<region>north america|<misc>(u.s.a and canada)
1273:33000,1273,1273,33000,provider route|<region>asia|<misc>(including india)
1273:32000,1273,1273,32000,provider route|<region>europe
1273:37000,1273,1273,37000,provider route|<region>middle east
1273:38000,1273,1273,38000,provider route|<region>india
1273:35000,1273,1273,35000,provider route|<region>south america
1273:34000,1273,1273,34000,provider route|<region>australia|<misc>(including new zealand)
1273:26000,1273,1273,26000,peer route|<region>africa
1273:21000,1273,1273,21000,peer route|<region>north america|<misc>(u.s.a and canada)
1273:23000,1273,1273,23000,peer route|<region>asia|<misc>(including india)
1273:22000,1273,1273,22000,peer route|<region>europe
1273:27000,1273,1273,27000,peer route|<region>middle east
1273:28000,1273,1273,28000,peer route|<region>india
1273:25000,1273,1273,25000,peer route|<region>south america
1273:24000,1273,1273,24000,peer route|<region>australia|<misc>(including new zealand)
1273:16174,1273,1273,16174,customer route route|<country>comoros|<region>africa
1273:16480,1273,1273,16480,customer route|<country>mauritius|<region>africa
1273:16504,1273,1273,16504,customer route|<country>morocco|<region>africa
1273:16072,1273,1273,16072,customer route|<country>botswana|<region>africa
1273:16384,1273,1273,16384,customer route|<country>cote d'ivoire|<region>africa
1273:16710,1273,1273,16710,customer route|<country>south africa|<region>africa
1273:16324,1273,1273,16324,customer route|<country>guinea|<region>africa
1273:16180,1273,1273,16180,"customer route|<country>congo, the democratic republic of the|<region>africa"
1273:16148,1273,1273,16148,customer route|<country>chad|<region>africa
1273:16768,1273,1273,16768,customer route|<country>togo|<region>africa
1273:16686,1273,1273,16686,customer route|<country>senegal|<region>africa
1273:16430,1273,1273,16430,customer route|<country>liberia|<region>africa
1273:16108,1273,1273,16108,customer route|<country>burundi|<region>africa
1273:16566,1273,1273,16566,customer route|<country>nigeria|<region>africa
1273:16404,1273,1273,16404,customer route|<country>kenya|<region>africa
1273:16140,1273,1273,16140,customer route|<country>central african republic|<region>africa
1273:16638,1273,1273,16638,customer route|<country>reunion|<region>africa
1273:16426,1273,1273,16426,customer route|<country>lesotho|<region>africa
1273:16646,1273,1273,16646,customer route|<country>rwanda|<region>africa
1273:16175,1273,1273,16175,customer route|<country>mayotte|<region>africa
1273:16678,1273,1273,16678,customer route|<country>sao tome and principe|<region>africa
1273:16716,1273,1273,16716,customer route|<country>zimbabwe|<region>africa
1273:16508,1273,1273,16508,customer route|<country>mozambique|<region>africa
1273:16736,1273,1273,16736,customer route|<country>sudan|<region>africa
1273:16132,1273,1273,16132,customer route|<country>cape verde|<region>africa
1273:16231,1273,1273,16231,customer route|<country>ethiopia|<region>africa
1273:16624,1273,1273,16624,customer route|<country>guinea-bissau|<region>africa
1273:16732,1273,1273,16732,customer route|<country>western sahara|<region>africa
1273:16478,1273,1273,16478,customer route|<country>mauritania|<region>africa
1273:16706,1273,1273,16706,customer route|<country>somalia|<region>africa
1273:16894,1273,1273,16894,customer route|<country>zambia|<region>africa
1273:16818,1273,1273,16818,customer route|<country>egypt|<region>africa
1273:16834,1273,1273,16834,"customer route|<country>tanzania, united republic of|<region>africa"
1273:16204,1273,1273,16204,customer route|<country>benin|<region>africa
1273:16226,1273,1273,16226,customer route|<country>equatorial guinea|<region>africa
1273:16788,1273,1273,16788,customer route|<country>tunisia|<region>africa
1273:16466,1273,1273,16466,customer route|<country>mali|<region>africa
1273:16800,1273,1273,16800,customer route|<country>uganda|<region>africa
1273:16288,1273,1273,16288,customer route|<country>ghana|<region>africa
1273:16690,1273,1273,16690,customer route|<country>seychelles|<region>africa
1273:16024,1273,1273,16024,customer route|<country>angola|<region>africa
1273:16654,1273,1273,16654,customer route|<country>st. helena|<region>africa
1273:16086,1273,1273,16086,customer route|<country>british indian ocean territory|<region>africa
1273:16260,1273,1273,16260,customer route|<country>french southern territories|<region>africa
1273:16262,1273,1273,16262,customer route|<country>djibouti|<region>africa
1273:16748,1273,1273,16748,customer route|<country>swaziland|<region>africa
1273:16562,1273,1273,16562,customer route|<country>niger|<region>africa
1273:16854,1273,1273,16854,customer route|<country>burkina faso|<region>africa
1273:16694,1273,1273,16694,customer route|<country>sierra leone|<region>africa
1273:16120,1273,1273,16120,customer route|<country>cameroon|<region>africa
1273:16450,1273,1273,16450,customer route|<country>madagascar|<region>africa
1273:16012,1273,1273,16012,customer route|<country>algeria|<region>africa
1273:16270,1273,1273,16270,customer route|<country>gambia|<region>africa
1273:16516,1273,1273,16516,customer route|<country>namibia|<region>africa
1273:16266,1273,1273,16266,customer route|<country>gabon|<region>africa
1273:16454,1273,1273,16454,customer route|<country>malawi|<region>africa
1273:16434,1273,1273,16434,customer route|<country>libyan arab jamahiriya|<region>africa
1273:16178,1273,1273,16178,customer route|<country>congo|<region>africa
1273:16232,1273,1273,16232,customer route|<country>eritrea|<region>africa
1273:11124,1273,1273,11124,customer route|<country>canada|<region>north america|<misc>(u.s.a and canada)
1273:11060,1273,1273,11060,customer route|<country>bermuda|<region>north america|<misc>(u.s.a and canada)
1273:11666,1273,1273,11666,customer route|<country>st. pierre and miquelon|<region>north america|<misc>(u.s.a and canada)
1273:11304,1273,1273,11304,customer route|<country>greenland|<region>north america|<misc>(u.s.a and canada)
1273:11840,1273,1273,11840,customer route|<country>united states|<region>north america|<misc>(u.s.a and canada)
1273:13792,1273,1273,13792,customer route|<country>turkey|<region>asia|<misc>(including india)
1273:13462,1273,1273,13462,customer route|<country>maldives|<region>asia|<misc>(including india)
1273:13512,1273,1273,13512,customer route|<country>oman|<region>asia|<misc>(including india)
1273:13524,1273,1273,13524,customer route|<country>nepal|<region>asia|<misc>(including india)
1273:13344,1273,1273,13344,customer route|<country>hong kong|<region>asia|<misc>(including india)
1273:13031,1273,1273,13031,customer route|<country>azerbaijan|<region>asia|<misc>(including india)
1273:13414,1273,1273,13414,customer route|<country>kuwait|<region>asia|<misc>(including india)
1273:13458,1273,1273,13458,customer route|<country>malaysia|<region>asia|<misc>(including india)
1273:13398,1273,1273,13398,customer route|<country>kazakhstan|<region>asia|<misc>(including india)
1273:13887,1273,1273,13887,customer route|<country>yemen|<region>asia|<misc>(including india)
1273:13356,1273,1273,13356,customer route|<country>india|<region>asia|<misc>(including india)
1273:13144,1273,1273,13144,customer route|<country>sri lanka|<region>asia|<misc>(including india)
1273:13784,1273,1273,13784,customer route|<country>united arab emirates|<region>asia|<misc>(including india)
1273:13764,1273,1273,13764,customer route|<country>thailand|<region>asia|<misc>(including india)
1273:13400,1273,1273,13400,customer route|<country>jordan|<region>asia|<misc>(including india)
1273:13417,1273,1273,13417,customer route|<country>kyrgyzstan|<region>asia|<misc>(including india)
1273:13050,1273,1273,13050,customer route|<country>bangladesh|<region>asia|<misc>(including india)
1273:13762,1273,1273,13762,customer route|<country>tajikistan|<region>asia|<misc>(including india)
1273:13268,1273,1273,13268,customer route|<country>georgia|<region>asia|<misc>(including india)
1273:13275,1273,1273,13275,"customer route|<country>palestinian territory, occupied|<region>asia|<misc>(including india)"
1273:13368,1273,1273,13368,customer route|<country>iraq|<region>asia|<misc>(including india)
1273:13795,1273,1273,13795,customer route|<country>turkmenistan|<region>asia|<misc>(including india)
1273:13760,1273,1273,13760,customer route|<country>syrian arab republic|<region>asia|<misc>(including india)
1273:13496,1273,1273,13496,customer route|<country>mongolia|<region>asia|<misc>(including india)
1273:13682,1273,1273,13682,customer route|<country>saudi arabia|<region>asia|<misc>(including india)
1273:13096,1273,1273,13096,customer route|<country>brunei darussalam|<region>asia|<misc>(including india)
1273:13392,1273,1273,13392,customer route|<country>japan|<region>asia|<misc>(including india)
1273:13064,1273,1273,13064,customer route|<country>bhutan|<region>asia|<misc>(including india)
1273:13702,1273,1273,13702,customer route|<country>singapore|<region>asia|<misc>(including india)
1273:13048,1273,1273,13048,customer route|<country>bahrain|<region>asia|<misc>(including india)
1273:13422,1273,1273,13422,customer route|<country>lebanon|<region>asia|<misc>(including india)
1273:13376,1273,1273,13376,customer route|<country>israel|<region>asia|<misc>(including india)
1273:13051,1273,1273,13051,customer route|<country>armenia|<region>asia|<misc>(including india)
1273:13586,1273,1273,13586,customer route|<country>pakistan|<region>asia|<misc>(including india)
1273:13104,1273,1273,13104,customer route|<country>myanmar|<region>asia|<misc>(including india)
1273:13196,1273,1273,13196,customer route|<country>cyprus|<region>asia|<misc>(including india)
1273:13116,1273,1273,13116,customer route|<country>cambodia|<region>asia|<misc>(including india)
1273:13634,1273,1273,13634,customer route|<country>qatar|<region>asia|<misc>(including india)
1273:13608,1273,1273,13608,customer route|<country>philippines|<region>asia|<misc>(including india)
1273:13360,1273,1273,13360,customer route|<country>indonesia|<region>asia|<misc>(including india)
1273:13004,1273,1273,13004,customer route|<country>afghanistan|<region>asia|<misc>(including india)
1273:13704,1273,1273,13704,customer route|<country>viet nam|<region>asia|<misc>(including india)
1273:13156,1273,1273,13156,customer route|<country>china|<region>asia|<misc>(including india)
1273:13446,1273,1273,13446,customer route|<country>macau|<region>asia|<misc>(including india)
1273:13418,1273,1273,13418,customer route|<country>lao people's democratic republic|<region>asia|<misc>(including india)
1273:13364,1273,1273,13364,customer route|<country>iran (islamic republic of)|<region>asia|<misc>(including india)
1273:13408,1273,1273,13408,"customer route|<country>korea, democratic people's republic of|<region>asia|<misc>(including india)"
1273:13410,1273,1273,13410,"customer route|<country>korea, republic of|<region>asia|<misc>(including india)"
1273:13158,1273,1273,13158,"customer route|<country>taiwan, province of china|<region>asia|<misc>(including india)"
1273:13860,1273,1273,13860,customer route|<country>uzbekistan|<region>asia|<misc>(including india)
1273:12442,1273,1273,12442,customer route|<country>luxembourg|<region>europe
1273:12336,1273,1273,12336,customer route|<country>holy see (vatican city state)|<region>europe
1273:12372,1273,1273,12372,customer route|<country>ireland|<region>europe
1273:12643,1273,1273,12643,customer route|<country>russian federation|<region>europe
1273:12020,1273,1273,12020,customer route|<country>andorra|<region>europe
1273:12492,1273,1273,12492,customer route|<country>monaco|<region>europe
1273:12578,1273,1273,12578,customer route|<country>norway|<region>europe
1273:12724,1273,1273,12724,customer route|<country>spain|<region>europe
1273:12756,1273,1273,12756,customer route|<country>switzerland|<region>europe
1273:12380,1273,1273,12380,customer route|<country>italy|<region>europe
1273:12292,1273,1273,12292,customer route|<country>gibraltar|<region>europe
1273:12826,1273,1273,12826,customer route|<country>united kingdom|<region>europe
1273:12674,1273,1273,12674,customer route|<country>san marino|<region>europe
1273:12620,1273,1273,12620,customer route|<country>portugal|<region>europe
1273:12233,1273,1273,12233,customer route|<country>estonia|<region>europe
1273:12250,1273,1273,12250,customer route|<country>france|<region>europe
1273:12112,1273,1273,12112,customer route|<country>belarus|<region>europe
1273:12276,1273,1273,12276,customer route|<country>germany|<region>europe
1273:12498,1273,1273,12498,"customer route|<country>moldova, republic of|<region>europe"
1273:12070,1273,1273,12070,customer route|<country>bosnia and herzegowina|<region>europe
1273:12428,1273,1273,12428,customer route|<country>latvia|<region>europe
1273:12744,1273,1273,12744,customer route|<country>svalbard and jan mayen islands|<region>europe
1273:12807,1273,1273,12807,"customer route|<country>macedonia, former yugoslav republic of|<region>europe"
1273:12040,1273,1273,12040,customer route|<country>austria|<region>europe
1273:12705,1273,1273,12705,customer route|<country>slovenia|<region>europe
1273:12208,1273,1273,12208,customer route|<country>denmark|<region>europe
1273:12008,1273,1273,12008,customer route|<country>albania|<region>europe
1273:12203,1273,1273,12203,customer route|<country>czech republic|<region>europe
1273:12234,1273,1273,12234,customer route|<country>faroe islands|<region>europe
1273:12440,1273,1273,12440,customer route|<country>lithuania|<region>europe
1273:12300,1273,1273,12300,customer route|<country>greece|<region>europe
1273:12100,1273,1273,12100,customer route|<country>bulgaria|<region>europe
1273:12616,1273,1273,12616,customer route|<country>poland|<region>europe
1273:12056,1273,1273,12056,customer route|<country>belgium|<region>europe
1273:12246,1273,1273,12246,customer route|<country>finland|<region>europe
1273:12470,1273,1273,12470,customer route|<country>malta|<region>europe
1273:12642,1273,1273,12642,customer route|<country>romania|<region>europe
1273:12191,1273,1273,12191,customer route|<country>croatia (local name: hrvatska)|<region>europe
1273:12348,1273,1273,12348,customer route|<country>hungary|<region>europe
1273:12804,1273,1273,12804,customer route|<country>ukraine|<region>europe
1273:12352,1273,1273,12352,customer route|<country>iceland|<region>europe
1273:12528,1273,1273,12528,customer route|<country>netherlands|<region>europe
1273:12703,1273,1273,12703,customer route|<country>slovakia (slovak republic)|<region>europe
1273:12438,1273,1273,12438,customer route|<country>liechtenstein|<region>europe
1273:12752,1273,1273,12752,customer route|<country>sweden|<region>europe
1273:15076,1273,1273,15076,customer route|<country>brazil|<region>south america
1273:15862,1273,1273,15862,customer route|<country>venezuela|<region>south america
1273:15604,1273,1273,15604,customer route|<country>peru|<region>south america
1273:15858,1273,1273,15858,customer route|<country>uruguay|<region>south america
1273:15170,1273,1273,15170,customer route|<country>colombia|<region>south america
1273:15032,1273,1273,15032,customer route|<country>argentina|<region>south america
1273:15218,1273,1273,15218,customer route|<country>ecuador|<region>south america
1273:15238,1273,1273,15238,customer route|<country>falkland islands (malvinas)|<region>south america
1273:15328,1273,1273,15328,customer route|<country>guyana|<region>south america
1273:15254,1273,1273,15254,customer route|<country>french guiana|<region>south america
1273:15068,1273,1273,15068,customer route|<country>bolivia|<region>south america
1273:15740,1273,1273,15740,customer route|<country>suriname|<region>south america
1273:15074,1273,1273,15074,customer route|<country>bouvet island|<region>south america
1273:15239,1273,1273,15239,customer route|<country>south georgia & south sandwich islands|<region>south america
1273:15152,1273,1273,15152,customer route|<country>chile|<region>south america
1273:15600,1273,1273,15600,customer route|<country>paraguay|<region>south america
1273:36174,1273,1273,36174,provider route|<country>comoros|<region>africa
1273:36480,1273,1273,36480,provider route|<country>mauritius|<region>africa
1273:36504,1273,1273,36504,provider route|<country>morocco|<region>africa
1273:36072,1273,1273,36072,provider route|<country>botswana|<region>africa
1273:36384,1273,1273,36384,provider route|<country>cote d'ivoire|<region>africa
1273:36710,1273,1273,36710,provider route|<country>south africa|<region>africa
1273:36324,1273,1273,36324,provider route|<country>guinea|<region>africa
1273:36180,1273,1273,36180,"provider route|<country>congo, the democratic republic of the|<region>africa"
1273:36148,1273,1273,36148,provider route|<country>chad|<region>africa
1273:36768,1273,1273,36768,provider route|<country>togo|<region>africa
1273:36686,1273,1273,36686,provider route|<country>senegal|<region>africa
1273:36430,1273,1273,36430,provider route|<country>liberia|<region>africa
1273:36108,1273,1273,36108,provider route|<country>burundi|<region>africa
1273:36566,1273,1273,36566,provider route|<country>nigeria|<region>africa
1273:36404,1273,1273,36404,provider route|<country>kenya|<region>africa
1273:36140,1273,1273,36140,provider route|<country>central african republic|<region>africa
1273:36638,1273,1273,36638,provider route|<country>reunion|<region>africa
1273:36426,1273,1273,36426,provider route|<country>lesotho|<region>africa
1273:36646,1273,1273,36646,provider route|<country>rwanda|<region>africa
1273:36175,1273,1273,36175,provider route|<country>mayotte|<region>africa
1273:36678,1273,1273,36678,provider route|<country>sao tome and principe|<region>africa
1273:36716,1273,1273,36716,provider route|<country>zimbabwe|<region>africa
1273:36508,1273,1273,36508,provider route|<country>mozambique|<region>africa
1273:36736,1273,1273,36736,provider route|<country>sudan|<region>africa
1273:36132,1273,1273,36132,provider route|<country>cape verde|<region>africa
1273:36231,1273,1273,36231,provider route|<country>ethiopia|<region>africa
1273:36624,1273,1273,36624,provider route|<country>guinea-bissau|<region>africa
1273:36732,1273,1273,36732,provider route|<country>western sahara|<region>africa
1273:36478,1273,1273,36478,provider route|<country>mauritania|<region>africa
1273:36706,1273,1273,36706,provider route|<country>somalia|<region>africa
1273:36894,1273,1273,36894,provider route|<country>zambia|<region>africa
1273:36818,1273,1273,36818,provider route|<country>egypt|<region>africa
1273:36834,1273,1273,36834,"provider route|<country>tanzania, united republic of|<region>africa"
1273:36204,1273,1273,36204,provider route|<country>benin|<region>africa
1273:36226,1273,1273,36226,provider route|<country>equatorial guinea|<region>africa
1273:36788,1273,1273,36788,provider route|<country>tunisia|<region>africa
1273:36466,1273,1273,36466,provider route|<country>mali|<region>africa
1273:36800,1273,1273,36800,provider route|<country>uganda|<region>africa
1273:36288,1273,1273,36288,provider route|<country>ghana|<region>africa
1273:36690,1273,1273,36690,provider route|<country>seychelles|<region>africa
1273:36024,1273,1273,36024,provider route|<country>angola|<region>africa
1273:36654,1273,1273,36654,provider route|<country>st. helena|<region>africa
1273:36086,1273,1273,36086,provider route|<country>british indian ocean territory|<region>africa
1273:36260,1273,1273,36260,provider route|<country>french southern territories|<region>africa
1273:36262,1273,1273,36262,provider route|<country>djibouti|<region>africa
1273:36748,1273,1273,36748,provider route|<country>swaziland|<region>africa
1273:36562,1273,1273,36562,provider route|<country>niger|<region>africa
1273:36854,1273,1273,36854,provider route|<country>burkina faso|<region>africa
1273:36694,1273,1273,36694,provider route|<country>sierra leone|<region>africa
1273:36120,1273,1273,36120,provider route|<country>cameroon|<region>africa
1273:36450,1273,1273,36450,provider route|<country>madagascar|<region>africa
1273:36012,1273,1273,36012,provider route|<country>algeria|<region>africa
1273:36270,1273,1273,36270,provider route|<country>gambia|<region>africa
1273:36516,1273,1273,36516,provider route|<country>namibia|<region>africa
1273:36266,1273,1273,36266,provider route|<country>gabon|<region>africa
1273:36454,1273,1273,36454,provider route|<country>malawi|<region>africa
1273:36434,1273,1273,36434,provider route|<country>libyan arab jamahiriya|<region>africa
1273:36178,1273,1273,36178,provider route|<country>congo|<region>africa
1273:36232,1273,1273,36232,provider route|<country>eritrea|<region>africa
1273:31124,1273,1273,31124,provider route|<country>canada|<region>north america|<misc>(u.s.a and canada)
1273:31060,1273,1273,31060,provider route|<country>bermuda|<region>north america|<misc>(u.s.a and canada)
